Source_ID,Facility_Name,Full_Addr,Street_No,Street_Name,City,Prov_Terr,Postal_Code,CSDNAME,CSDUID,Longitude,Latitude
886476,Canada TEMS Academy,100 Blythwood Road Waterloo Ontario N2L4A2,100,blythwood road,Waterloo,ON,N2L4A2,Waterloo,3530016,-80.53601900,43.48663700
886087,Canada Warden School,3621 Highway 7 East Markham Ontario L3R0G6,3621,highway 7 east,Markham,ON,L3R0G6,..,..,..,..
669563,Canada World Education,202-9011 Leslie Street Street Toronto Ontario L4B3B6,,,Toronto,ON,L4B3B6,Richmond Hill,3519038,-79.38285400,43.84658900
886980,Canada's National Ballet,400 Jarvis St Toronto Ontario M4Y2G6,400,jarvis st,Toronto,ON,M4Y2G6,Toronto,3520005,-79.37726300,43.6636460
669784,Canadian Academy of Secondary Studies,51 Scarlett Road York Ontario M6N4J8,51,scarlett road,York,ON,M6N4J8,Toronto,3520005,-79.50001600,43.66757100
882214,Canadian Advanced Senior High,2750 14th Avenue Markham Ontario L3R0J1,2750,14th avenue,Markham,ON,L3R0J1,Markham,3519036,-79.35887700,43.83013700
668924,Canadian Christian Academy,2275 Wellesley Ave Windsor Ontario N8W2G1,2275,wellesley ave,Windsor,ON,N8W2G1,Windsor,3537039,-83.00725800,42.29500200
882768,Canadian Higher Learning Academy,3464 Semenyk Court Mississauga Ontario L5C4P8,3464,semenyk court,Mississauga,ON,L5C4P8,Mississauga,3521005,-79.65301700,43.56838600
669781,Canadian International Learning,289 Crerar Drive Hamilton Ontario L9A5B7,289,crerar drive,Hamilton,ON,L9A5B7,Hamilton,3525005,-79.86845800,43.21079600
665683,Canadian International Talent Academy -C,1646 Victoria Park Avenue North York Ontario M1R1P7,1646,victoria park avenue,North York,ON,M1R1P7,Toronto,3520005,-79.30531300,43.7310160
883059,Canadian National High School,76 Chesterwood Cres Brampton Ontario L6Y0G8,76,chesterwood cres,Brampton,ON,L6Y0G8,Brampton,3521010,-79.77813000,43.65576400
666031,Canadian STEM School,472 Brownridge Drive Street Vaughn Ontario L4J5Z9,472,brownridge drive street,Vaughn,ON,L4J5Z9,Vaughan,3519028,-79.47069300,43.80104600
665046,Canadian Tamil Academy,8 Milner Avenue Scarborough Ontario M1S3P8,8,milner avenue,Scarborough,ON,M1S3P8,Toronto,3520005,-79.25591500,43.7855470
669209,Canadian Top Science Academy,10255 Yonge Street Richmond Hill Ontario L4C3B2,10255,yonge street,Richmond Hill,ON,L4C3B2,Richmond Hill,3519038,-79.43865300,43.87752800
669676,Canadians Private School,396 Patricia Avenue North York Ontario M2R2M9,396,patricia avenue,North York,ON,M2R2M9,Toronto,3520005,-79.43835600,43.78578700
666590,Can-AIM High School,2 Elmhurst Drive Etobicoke Ontario M9W2J3,2,elmhurst drive,Etobicoke,ON,M9W2J3,Toronto,3520005,-79.55129700,43.72493700
669611,Canaway Private School,15 Schuster Lane Thornhill Ontario L4J8Y7,15,schuster lane,Thornhill,ON,L4J8Y7,Vaughan,3519028,-79.46394600,43.8368120
882886,CANNY,250 Consumers Road Toronto Ontario M2J4V6,250,consumers road,Toronto,ON,M2J4V6,Toronto,3520005,-79.33155400,43.77171000
665446,Canstem Education Private School,30 Rambler Drive Brampton Ontario L6W1E2,30,rambler drive,Brampton,ON,L6W1E2,Brampton,3521010,-79.72808500,43.6787550
882374,Capital International Academy School,1415 Woodroffe Ave Ottawa Ontario K2G1V9,1415,woodroffe ave,Ottawa,ON,K2G1V9,Ottawa,3506008,-75.75736000,45.34356700
668496,Capture The Star Academy,4 - 702 Burhamthorpe Road East Mississauga Ontario L4Y2X3,,,Mississauga,ON,L4Y2X3,..,..,..,..
668407,CareerQuest - Brampton,201 County Court Boulevard Brampton Ontario L6W4L2,201,county court boulevard,Brampton,ON,L6W4L2,Brampton,3521010,-79.72179100,43.66008300
666541,CareerQuest - Toronto,129 Yorkville Avenue Toronto Ontario M5R1C4,129,yorkville avenue,Toronto,ON,M5R1C4,Toronto,3520005,-79.39352400,43.67060300
668752,CareerQuest - Vaughan,55 City Centre Drive Mississauga Ontario L5B1M3,55,city centre drive,Mississauga,ON,L5B1M3,Mississauga,3521005,-79.63885600,43.59374200
667943,Carlton Prep Academy,4681 Highway 7E Unionville Ontario L3R1M6,4681,highway 7e,Unionville,ON,L3R1M6,Markham,3519036,-79.30290000,43.86280600
886653,Carmel New Church School,40 Chapel Hill Dr Kitchener Ontario N2R1N2,40,chapel hill dr,Kitchener,ON,N2R1N2,Kitchener,3530013,-80.45271900,43.38474300
666002,CaST School,720 Bathurst Street Toronto Ontario M5S2R4,720,bathurst street,Toronto,ON,M5S2R4,Toronto,3520005,-79.41047300,43.66323600
664521,Cat Lake Christian School,Lakeside Road Cat Lake Ontario P0V1J0,,lakeside road,Cat Lake,ON,P0V1J0,..,..,..,..
882950,Cathedral Christian Academy,1111 Arrow Rd Toronto Ontario M9M3B3,1111,arrow rd,Toronto,ON,M9M3B3,Toronto,3520005,-79.53521700,43.7520020
883729,CCGP Learning Academy,102-705 Progress Avenue Scarborough Ontario M1H2X1,,,Scarborough,ON,M1H2X1,Toronto,3520005,-79.24740500,43.77767500
668792,Cedar Echo Parochial School,299 BRUCE ROAD 11 3 CHESLEY Ontario N0G1L0,3,bruce road 11,CHESLEY,ON,N0G1L0,..,..,..,..
887439,Cedar Grove Christian Day School,4831 Deborah-Glaister Line Wellesley Ontario N0B2T0,4831,deborah-glaister line,Wellesley,ON,N0B2T0,Wellesley,3530027,-80.77568900,43.4881560
882985,Cedar Heights Parochial School,1323 Heights Rd 3 Lindsay Ontario K9V4R3,1323,heights rd 3,Lindsay,ON,K9V4R3,..,..,..,..
883130,Cedar Ridge High School,275 Michael Cowpland Drive Kanata Ontario K2M2G2,275,michael cowpland drive,Kanata,ON,K2M2G2,Ottawa,3506008,-75.87460600,45.28444700
880639,Cedar Springs Parochial School,90394 Gorrie Line 1 Wroxeter Ontario N0G2X0,90394,gorrie line 1,Wroxeter,ON,N0G2X0,Howick,3540046,-81.1252400,43.93019100
880334,Cedar Valley School,19767 County Road 43 Alexandria Ontario K0C1B0,19767,county road 43,Alexandria,ON,K0C1B0,North Glengarry,3501050,-74.68299900,45.2876430
669257,Cedarvale Christian School,5405 11th Line Harriston Ontario N0G1Z0,5405,11th line,Harriston,ON,N0G1Z0,Minto,3523043,-80.94779500,43.91607100
882412,Cedarville Breezes Parochial School,085165 Grey Road 14 Conn Ontario N0G1N0,85165,grey road 14,Conn,ON,N0G1N0,..,..,..,..
880094,Central Baptist Academy,300 Fairview Dr Brantford Ontario N3R2X6,300,fairview dr,Brantford,ON,N3R2X6,Brantford,3529006,-80.25938500,43.17035300
881225,Central Montessori School - Thornhill,72 Steeles Avenue West Thornhill Ontario L4J1A1,72,steeles avenue west,Thornhill,ON,L4J1A1,..,..,..,..
668846,Central Montessori School - York Mills,18 Coldwater Road Toronto Ontario M3B1Y7,18,coldwater road,Toronto,ON,M3B1Y7,Toronto,3520005,-79.35853800,43.75530700
877727,Central Montessori Schools,157 Willowdale Ave Toronto Ontario M2N4Y3,157,willowdale ave,Toronto,ON,M2N4Y3,Toronto,3520005,-79.40071700,43.76658400
877883,Centre Kinloss Parochial School,548 Statters Lake Ave 1 Holyrood Ontario N0G2B0,548,statters lake ave 1,Holyrood,ON,N0G2B0,Huron-Kinloss,3541015,-81.453094,44.04208100
665166,Century Private School,11181 Yonge Street Richmond Hill Ontario L4S1L2,11181,yonge street,Richmond Hill,ON,L4S1L2,Richmond Hill,3519038,-79.44374400,43.90015900
885635,Cestar High School,271 Yorkland Boulevard Toronto Ontario M2J1S5,271,yorkland boulevard,Toronto,ON,M2J1S5,Toronto,3520005,-79.33522600,43.77313700
882672,Charing Cross Christian School,8685 Cundle Line Charing Cross Ontario N0P1G0,8685,cundle line,Charing Cross,ON,N0P1G0,Chatham-Kent,3536020,-82.09668800,42.33456200
885282,Chatham Christian,475 Keil Dr S Chatham Ontario N7M6L8,475,keil dr s,Chatham,ON,N7M6L8,Chatham-Kent,3536020,-82.19372900,42.38129300
888540,Chatham Christian High School,475 Keil Dr S Chatham Ontario N7M6L8,475,keil dr s,Chatham,ON,N7M6L8,Chatham-Kent,3536020,-82.19372900,42.38129300
669918,Chesterton Academy of Ottawa,415 Piccadilly Avenue Ottawa Ontario K1Y0H3,415,piccadilly avenue,Ottawa,ON,K1Y0H3,Ottawa,3506008,-75.74000100,45.39601800
663360,Chief Simeon McKay Education Centre,Kasabonika Ontario P0V1Y0,,,Kasabonika,ON,P0V1Y0,..,..,..,..
877824,Children's Garden Junior School,670 Eglinton Ave E Toronto Ontario M4G2K4,670,eglinton ave e,Toronto,ON,M4G2K4,Toronto,3520005,-79.37254500,43.7120370
882272,Children's Garden Nursey School,1847 Bayview Avenue Toronto Ontario M4G3E4,1847,bayview avenue,Toronto,ON,M4G3E4,Toronto,3520005,-79.37757300,43.71412700
878847,"Children's House Montessori, The",16150 Old Simcoe Rd Port Perry Ontario L9L1P3,16150,old simcoe rd,Port Perry,ON,L9L1P3,Scugog,3518020,-78.95699800,44.11266700
878138,"Children's Montessori School, The",186 Romaine St Peterborough Ontario K9J2C4,186,romaine st,Peterborough,ON,K9J2C4,Peterborough,3515014,-78.3202060,44.29167700
666652,Children's Urban Enrichment Studio,2986 Lakeshore Boulevard West Toronto Ontario M8V1J9,2986,lakeshore boulevard west,Toronto,ON,M8V1J9,Toronto,3520005,-79.50718600,43.60038700
888699,Chisholm Academy,1484 Cornwall Rd Oakville Ontario L6J7W5,1484,cornwall rd,Oakville,ON,L6J7W5,Oakville,3524001,-79.66007700,43.47759800
881375,Christadelphian Heritage College,522 Book Road East Ancaster Ontario L9G3L1,522,book road east,Ancaster,ON,L9G3L1,Hamilton,3525005,-79.95291500,43.18852300
669600,Christian Virtual School,30 Colina Street Bayfield Ontario N0M1G0,30,colina street,Bayfield,ON,N0M1G0,Bluewater,3540010,-81.70116000,43.56629300
888612,Church of God Christian,751 John Street N Aylmer Ontario N5H2R8,751,john street n,Aylmer,ON,N5H2R8,..,..,..,..
878758,City Academy,1910 Yonge St Toronto Ontario M4S3B2,1910,yonge st,Toronto,ON,M4S3B2,Toronto,3520005,-79.39668700,43.69848200
885329,City High School,1300 Bay Street Toronto Ontario M5R3K8,1300,bay street,Toronto,ON,M5R3K8,Toronto,3520005,-79.39060200,43.67227500
877921,Clanmore Montessori School,2463 Lakeshore Rd E Oakville Ontario L6J1M7,2463,lakeshore rd e,Oakville,ON,L6J1M7,Oakville,3524001,-79.62995100,43.48117300
883818,"Claremont School, The",70 Silver Birch AVE TORONTO Ontario M4E3K9,70,silver birch ave,TORONTO,ON,M4E3K9,Toronto,3520005,-79.28494300,43.67236600
669223,Clarke Christian Montessori Academy,24 Alexander St Brampton Ontario L6T2E3,24,alexander st,Brampton,ON,L6T2E3,..,..,..,..
888176,Clear View Private School,Crampton Drive 2 Mossley Ontario N0L1V0,,crampton drive 2,Mossley,ON,N0L1V0,..,..,..,..
886246,Clearview Parochial,2447 Three Bridges Road 4 Elmira Ontario N3B2Z3,2447,three bridges road 4,Elmira,ON,N3B2Z3,Woolwich,3530035,-80.58506300,43.56779400
885627,Clifford Amish Parochial #2,5691 Minto Line 14 4 Harriston Ontario N0G1Z0,4,minto line 14,Harriston,ON,N0G1Z0,..,..,..,..
665509,Clifford Amish Parochial No 1,5129 15th Line 2 Clifford Ontario N0G1M0,5129,15th line 2,Clifford,ON,N0G1M0,Minto,3523043,-80.98052400,43.9495090
665597,Clinton International College,1 Elmhurst Avenue Toronto Ontario M2N1R3,1,elmhurst avenue,Toronto,ON,M2N1R3,Toronto,3520005,-79.41187100,43.76309300
884300,Clyfford Academy,1875 Niagara Stone Road Niagara-on-the-Lake Ontario L0S1J0,1875,niagara stone road,Niagara-on-the-Lake,ON,L0S1J0,Niagara-on-the-Lake,3526047,-79.10533100,43.23536600
668898,Cobden Corner's Parochial School,98 Snake River Line Cobden Ontario K0J1K0,98,snake river line,Cobden,ON,K0J1K0,Whitewater Region,3547056,-76.90070800,45.62734500
876682,Colin MacDonald Alternative School,1570 Main Street West Hamilton Ontario L8S1E8,1570,main street west,Hamilton,ON,L8S1E8,..,..,..,..
887552,College Park Elementary School,220 Townline Rd. N. Oshawa Ontario L1K2J6,220,townline rd n,Oshawa,ON,L1K2J6,Oshawa,3518013,-78.81737700,43.91169600
880183,Columbia International College of Canada,1003 Main St W Hamilton Ontario L8S4P3,1003,main st w,Hamilton,ON,L8S4P3,Hamilton,3525005,-79.90618600,43.2585530
669701,Columbus Private School,3285 Simcoe Street North Oshawa Ontario L1H7K4,3285,simcoe street north,Oshawa,ON,L1H7K4,Oshawa,3518013,-78.91077700,43.98113400
881198,Community Christian School,2681 Glen Street Metcalfe Ontario K0A2P0,2681,glen street,Metcalfe,ON,K0A2P0,Ottawa,3506008,-75.47647400,45.23176000
885380,Community Christian School,35 High Street Drayton Ontario N0G1P0,35,high street,Drayton,ON,N0G1P0,Mapleton,3523033,-80.66970100,43.75217400
669150,Community Life Christian School,140 Dawes Road Toronto Ontario M4C5C2,140,dawes road,Toronto,ON,M4C5C2,Toronto,3520005,-79.29726800,43.6937960
888319,Concord College of Canada,1550 16th Avenue Richmond Hill Ontario L4B3K9,1550,16th avenue,Richmond Hill,ON,L4B3K9,Richmond Hill,3519038,-79.38568600,43.86315700
883713,Connaissance School,Sunway Square Markham Ontario L3P7X5,,sunway square,Markham,ON,L3P7X5,..,..,..,..
669325,Convoy Int'l Secondary Academy-ESSA,8th Line West Essa Ontario L0M1T0,,8th line west,Essa,ON,L0M1T0,..,..,..,..
877832,Corinth Christian School,54519 Eden Line Aylmer Ontario N5H2R3,54519,eden line,Aylmer,ON,N5H2R3,..,..,..,..
669233,Cornell International Academy,250 Sheppard Avenue East Toronto Ontario M2N6M9,250,sheppard avenue east,Toronto,ON,M2N6M9,Toronto,3520005,-79.39999600,43.76396700
880825,Cornerstone Christian School,1298 Lisbon Road Wellesley Ontario N0B2T0,1298,lisbon road,Wellesley,ON,N0B2T0,Wilmot,3530020,-80.78359400,43.46253700
886395,Cornerstone Christian School,108 FOREST ST GUELPH Ontario N1G1H9,108,forest st,GUELPH,ON,N1G1H9,Guelph,3523008,-80.24591200,43.53008600
880770,Cornerstone Montessori Prep School - Don,33 Mallard Road Toronto Ontario M3B1S4,33,mallard road,Toronto,ON,M3B1S4,Toronto,3520005,-79.34931400,43.74772300
875376,Cornerstone Preparatory - Main,177 Beverley St Toronto Ontario M5T1Y7,177,beverley st,Toronto,ON,M5T1Y7,Toronto,3520005,-79.39450700,43.65551300
665932,Cossara Summers Education Centre,5635 Yonge Street M2M 3S9 North York Ontario L4E3V4,5635,yonge street,North York,ON,L4E3V4,..,..,..,..
885988,Country Casa Academy,15018 Highway 48 Stouffville Ontario L4A3B6,15018,highway 48,Stouffville,ON,L4A3B6,..,..,..,..
884921,Country Echoes Parochial School,8117 Line 12 1 Conn Ontario N0G1N0,1,line 12,Conn,ON,N0G1N0,Wellington North,3523050,-80.54711500,43.97723200
877425,Country Garden Montessori Academy,601 Newpark Blvd Newmarket Ontario L3X2S2,601,newpark blvd,Newmarket,ON,L3X2S2,Newmarket,3519048,-79.44521800,44.03793700
889741,Countryside Christian School,3745 Herrgott Rd Hawkesville Ontario N0B1X0,3745,herrgott rd,Hawkesville,ON,N0B1X0,Wellesley,3530027,-80.64490300,43.56671500
876550,Countryside Montessori Private School,1 Loring Drive Bolton Ontario L7E1Y1,1,loring drive,Bolton,ON,L7E1Y1,Caledon,3521024,-79.71500000,43.85954300
885405,Course Concepts Academy,"111 Anaconda Avenue,Scarborough ON Scarborough Ontario M1L4M4",111,anaconda avenue,Scarborough,ON,M1L4M4,Toronto,3520005,-79.27338400,43.71847300
668636,Covenant Central Academy,4576 Yonge Street Toronto Ontario M2N6N4,4576,yonge street,Toronto,ON,M2N6N4,..,..,..,..
889318,Covenant Christian School,7 Howard Ave. London Ontario N6P1B8,7,howard ave,London,ON,N6P1B8,London,3539036,-81.29502100,42.90657500
668882,Crawford Adventist Academy - Elementary,531 Finch Avenue West Toronto Ontario M2R3X2,531,finch avenue west,Toronto,ON,M2R3X2,Toronto,3520005,-79.44483200,43.771492
882947,Crawford Adventist Academy (East Campus),1765 MEADOWVIEW AVE AVE PICKERING Ontario L1V4M2,1765,meadowview ave ave,PICKERING,ON,L1V4M2,Pickering,3518001,-79.11589600,43.82704700
887293,Crawford Adventist Academy -Secondary,531 Finch Ave W Toronto Ontario M2R3X2,531,finch ave w,Toronto,ON,M2R3X2,Toronto,3520005,-79.44483200,43.771492
668542,Create Art Studio,1801 Danforth Avenue Toronto Ontario M4C1J2,1801,danforth avenue,Toronto,ON,M4C1J2,Toronto,3520005,-79.31868400,43.68438300
880809,Credo Christian School,8620 Huntington Rd Woodbridge Ontario L4H4Z6,8620,huntington rd,Woodbridge,ON,L4H4Z6,..,..,..,..
878405,Creek Bank Parochial,1371 Grey Ox Avenue 5 Lucknow Ontario N0G2H0,1371,grey ox avenue 5,Lucknow,ON,N0G2H0,Huron-Kinloss,3541015,-81.52639100,44.00811400
887161,"Crescent School, The",2365 Bayview Ave Toronto Ontario M2L1A2,2365,bayview ave,Toronto,ON,M2L1A2,Toronto,3520005,-79.38120300,43.73302700
665266,Crestwood Preparatory College Inc.,217 Brookbanks Dr Toronto Ontario M3A2T7,217,brookbanks dr,Toronto,ON,M3A2T7,Toronto,3520005,-79.32517200,43.75963600
881570,Crestwood School,411 Lawrence Ave. E Toronto Ontario M3C1N9,411,lawrence ave e,Toronto,ON,M3C1N9,Toronto,3520005,-79.37824400,43.73069300
881305,Croton Christian Day School,29923 Oakdale Road Croton Ontario N0P2K0,29923,oakdale road,Croton,ON,N0P2K0,Chatham-Kent,3536020,-82.04407300,42.61070800
882866,Crown Academy,"25 Sheppard Ave,West North York Ontario M2N6S6",25,sheppard ave west,North York,ON,M2N6S6,Toronto,3520005,-79.41229300,43.76118300
884519,CWS Canadian World Schools,10087 Yonge Street Richmond Hill Ontario L4C1T7,10087,yonge street,Richmond Hill,ON,L4C1T7,Richmond Hill,3519038,-79.43763300,43.8733870
669618,CYN Jewish Academy,8700 BATHURST ST THORNHILL Ontario L4J9J8,8700,bathurst st,THORNHILL,ON,L4J9J8,Vaughan,3519028,-79.45564600,43.83461100
668728,"Dalton School, The",906 Yonge Street Toronto Ontario M4W2J2,906,yonge street,Toronto,ON,M4W2J2,Toronto,3520005,-79.38828300,43.67379600
889900,Darul Arqam Islamic Academy,585 Trethewey Drive North York Ontario M6M4B8,585,trethewey drive,North York,ON,M6M4B8,Toronto,3520005,-79.49240200,43.69677300
880921,Darul-Uloom Canada - Chatham,51 PRINCE ST N CHATHAM Ontario N7M4J7,51,prince st n,CHATHAM,ON,N7M4J7,Chatham-Kent,3536020,-82.17858200,42.40894800
668888,Darwin International Academy,3790 Victoria Park Avenue North York Ontario M2H3H7,3790,victoria park avenue,North York,ON,M2H3H7,Toronto,3520005,-79.339913,43.8107910
882053,Daryk High School (DH School),7181 Yonge Street Markham Ontario L3T0C7,7181,yonge street,Markham,ON,L3T0C7,Markham,3519036,-79.42148400,43.80359000
883830,DataWiz Academy,2855 Markham Road Scarborough Ontario M1X0C3,2855,markham road,Scarborough,ON,M1X0C3,Toronto,3520005,-79.24757700,43.82374400
666138,Day Day Up Learning Centre,883 16th Avenue Richmond Hill Ontario L4B3E5,883,16th avenue,Richmond Hill,ON,L4B3E5,Richmond Hill,3519038,-79.40690900,43.85811300
886320,Dayspring Christian School,172 Wilson Road Stirling Ontario K0K3E0,172,wilson road,Stirling,ON,K0K3E0,Centre Hastings,3512026,-77.46259500,44.3336430
886939,De La Salle College,131 FARNHAM AVE TORONTO Ontario M4V1H7,131,farnham ave,TORONTO,ON,M4V1H7,Toronto,3520005,-79.39899400,43.68373300
666168,Dearcroft Montessori School,1167 LAKESHORE RD E OAKVILLE Ontario L6J1L3,1167,lakeshore rd e,OAKVILLE,ON,L6J1L3,Oakville,3524001,-79.65405100,43.45895300
666890,Debbie Campbell Learning Academy,440 ALBERT St. Ottawa Ontario K1R5B5,440,albert st,Ottawa,ON,K1R5B5,Ottawa,3506008,-75.7066990,45.41711400
663344,Deer Lake First Nations,Deer Lake Ontario P0V1N0,,,Deer Lake,ON,P0V1N0,..,..,..,..
884533,Delano Academy,200 Racco Parkway Vaughan Ontario L4J8X9,200,racco parkway,Vaughan,ON,L4J8X9,Vaughan,3519028,-79.47285000,43.81743300
667072,Delores D. Echum Composite,28 Amisk St MOOSE FACTORY Ontario P0L1W0,28,amisk st,MOOSE FACTORY,ON,P0L1W0,..,..,..,..
667561,Delta Academy Inc,1160 Birchmount Road Scarborough Ontario M1P2B8,1160,birchmount road,Scarborough,ON,M1P2B8,Toronto,3520005,-79.28239300,43.74140700
663921,Dennis Franklin Cromarty High School,315 North Edward St Thunder Bay Ontario P7C4P3,315,north edward st,Thunder Bay,ON,P7C4P3,Thunder Bay,3558004,-89.27862100,48.38926000
669640,Deran Academy,65 West Beaver Creek Road Richmond Hill Ontario L4B1K4,65,west beaver creek road,Richmond Hill,ON,L4B1K4,Richmond Hill,3519038,-79.3929010,43.85506600
883176,Deran Online School,212 Eglington Avenue East Toronto Ontario M4P1K2,212,eglington avenue east,Toronto,ON,M4P1K2,Toronto,3520005,-79.39194600,43.70807700
882606,Destiny Christian Academy,999 Sydenham Road Kingston Ontario K7M3L8,999,sydenham road,Kingston,ON,K7M3L8,Kingston,3510010,-76.54415800,44.26413900
666130,Deutsche Schule Toronto,980 Dufferin Toronto Ontario M6H4B4,980,dufferin,Toronto,ON,M6H4B4,Toronto,3520005,-79.43493300,43.65871700
668563,Dewey College,5889 Coopers Avenue Mississauga Ontario L4Z1R9,5889,coopers avenue,Mississauga,ON,L4Z1R9,Mississauga,3521005,-79.66359700,43.63527600
666071,Dewey Institute,125 Wellington Street Bracebridge Ontario P1L1E2,125,wellington street,Bracebridge,ON,P1L1E2,Bracebridge,3544018,-79.31839800,45.03695500
669231,DG Learning Centre,200 Erie Street Collingwood Ontario L9Y1P7,200,erie street,Collingwood,ON,L9Y1P7,Collingwood,3543031,-80.2033790,44.50205400
668889,Diploma Path Academy,"6115 Yonge Street - 2nd Floor, Unit C Toronto Ontario M2M3W2",6115,yonge street,Toronto,ON,M2M3W2,..,..,..,..
882268,Diponte Academy,14845 Yonge Street Aurora Ontario L4G6H8,14845,yonge street,Aurora,ON,L4G6H8,Aurora,3519046,-79.46522400,43.99005900
884239,Discipleship Christian Secondary,100 Andover Drive Breslau Ontario N0B1M0,100,andover drive,Breslau,ON,N0B1M0,Woolwich,3530035,-80.41696400,43.47111600
886754,Discovering Minds Montessori Preschool I,828 Richmond Street West Toronto Ontario M6J1C9,828,richmond street west,Toronto,ON,M6J1C9,Toronto,3520005,-79.41118600,43.6446470
884964,Discovery Academy Inc,10030 Yonge St Richmond Hill Ontario L4C1T8,10030,yonge st,Richmond Hill,ON,L4C1T8,Richmond Hill,3519038,-79.43742600,43.87206200
666270,Don Valley Academy,4576 Yonge St Toronto Ontario M2N6N4,4576,yonge st,Toronto,ON,M2N6N4,..,..,..,..
877166,Donegal Community Christian School,7021 Perth Rd 147 2 Atwood Ontario N0G1B0,7021,perth rd 147 2,Atwood,ON,N0G1B0,..,..,..,..
882250,Doon School,375 Howden Blvd. Brampton Ontario L6S4L6,375,howden blvd,Brampton,ON,L6S4L6,Brampton,3521010,-79.74337200,43.717604
885348,Dora Education Centre,3333 Bayview Avenue Toronto Ontario M2K1G4,3333,bayview avenue,Toronto,ON,M2K1G4,Toronto,3520005,-79.39351300,43.79200700
884553,Dresden Private Mennonite School,10923 CountryView Line Dresden Ontario N0P1M0,10923,countryview line,Dresden,ON,N0P1M0,Chatham-Kent,3536020,-82.1760460,42.55052500
669160,Drewry Academy,24 Drewry Ave Toronto Ontario M2M1C8,24,drewry ave,Toronto,ON,M2M1C8,Toronto,3520005,-79.41848500,43.78689700
887714,Dufferin Area Christian School,394016 County Rd 12 Amaranth Ontario L9W0N2,394016,county rd 12,Amaranth,ON,L9W0N2,..,..,..,..
668698,Duke Academy,4576 Yonge Street Toronto Ontario M2N6N4,4576,yonge street,Toronto,ON,M2N6N4,..,..,..,..
887951,"Dunblaine School, The",21 Deloraine Ave Toronto Ontario M5M2A8,21,deloraine ave,Toronto,ON,M5M2A8,Toronto,3520005,-79.40556400,43.73362300
667206,"Duncan Academy, The",730 Cochrane Drive Markham Ontario L3R8E1,730,cochrane drive,Markham,ON,L3R8E1,Markham,3519036,-79.36387400,43.84635300
669699,Dundas Valley Montessori School,14 Kemp Drive Dundas Ontario L9H2M9,14,kemp drive,Dundas,ON,L9H2M9,Hamilton,3525005,-79.96445400,43.26327800
888575,Dunnville Christian Private Elementary,37 Robinson Rd RR 1 Dunnville Ontario N1A2W1,37,robinson rd rr 1,Dunnville,ON,N1A2W1,Haldimand County,3528018,-79.63608700,42.91135900
885343,Duowei Education Centre,245 West Beaver Creek Road Richmond Hill Ontario L4B1L1,245,west beaver creek road,Richmond Hill,ON,L4B1L1,Richmond Hill,3519038,-79.38710400,43.84580900
880448,Durham Academy,900 King Street East Oshawa Ontario L1H1H2,900,king street east,Oshawa,ON,L1H1H2,..,..,..,..
887544,Durham Christian High School,340 West Scugog Lane Bowmanville Ontario L1C7C1,340,west scugog lane,Bowmanville,ON,L1C7C1,Clarington,3518017,-78.70422400,43.92886400
884277,Durham Private Secondary School,2038 Nash Road Bowmanville Ontario L1C3K4,2038,nash road,Bowmanville,ON,L1C3K4,Clarington,3518017,-78.75225600,43.92260700
885597,Eagles' Nest Christian Academy,60 St. Paul Street W St. Catharines Ontario L2N4V2,60,st paul street w,St. Catharines,ON,L2N4V2,..,..,..,..
665297,Early Years Education System,3000 Victoria Park Avenue Toronto Ontario M2J4Y2,3000,victoria park avenue,Toronto,ON,M2J4Y2,Toronto,3520005,-79.33116200,43.79251500
885860,East Dorking Parochial School,4775 Chalmers Forrest Road 1 Wallenstein Ontario N0B2S0,4775,chalmers forrest road 1,Wallenstein,ON,N0B2S0,Wellesley,3530027,-80.73565400,43.63898000
887560,East Heidelberg Parochial School,1316 Martin Creek Road 3 Waterloo Ontario N2J3Z4,1316,martin creek road 3,Waterloo,ON,N2J3Z4,Woolwich,3530035,-80.58043700,43.51265600
882251,Eastern Canada High School,2141 Kipling Avenue Toronto Ontario M9W4K8,2141,kipling avenue,Toronto,ON,M9W4K8,Toronto,3520005,-79.57041700,43.71950400
884292,Eben-ezer Christian School,4160 Fly Road Campden Ontario L0R1G0,4160,fly road,Campden,ON,L0R1G0,Lincoln,3526057,-79.43031900,43.1352020
886130,Eben-Ezer Christian School,485 McNaughton Ave E Chatham Ontario N7L2H2,485,mcnaughton ave e,Chatham,ON,N7L2H2,Chatham-Kent,3536020,-82.1828470,42.42676500
667293,￉cole lbn Batouta,6479 Russell Road Ottawa Ontario K0A1K0,6479,russell road,Ottawa,ON,K0A1K0,Ottawa,3506008,-75.45674200,45.36950700
882721,￉cole Notre-Dame du Mont Carmel,40 COBOURG ST Ottawa Ontario K1N8Z6,40,cobourg st,Ottawa,ON,K1N8Z6,Ottawa,3506008,-75.68109400,45.4351340
668010,Edelweiss Private Academy,31 Nadolny Sachs Private Private Ottawa Ontario K2A1R9,31,nadolny sachs private private,Ottawa,ON,K2A1R9,Ottawa,3506008,-75.7525310,45.37611400
883964,Edge Hill Country School,423281 Concession 6 RR 1 Durham Ontario N0G1R0,423281,concession 6 rr 1,Durham,ON,N0G1R0,..,..,..,..
665214,EduOnline,806-2000 Sheppard Avenue West Etobicoke Ontario K1N6N5,,,Etobicoke,ON,K1N6N5,..,..,..,..
