Source_ID,Facility_Name,Full_Addr,Street_No,Street_Name,City,Prov_Terr,Postal_Code,CSDNAME,CSDUID,Longitude,Latitude
8719,St. Stephen School,10910 Elbow Drive S.W. Calgary AB T2W1G6,10910,elbow drive sw,Calgary,AB,T2W1G6,Calgary,4806016,-114.0848060,50.95540000
8721,St. Bonaventure School,1710 Acadia Drive S.E. Calgary AB T2J3X8,1710,acadia drive se,Calgary,AB,T2J3X8,Calgary,4806016,-114.0480960,50.93186000
8722,St. Rose of Lima Junior High School,2419 50 Street NE Calgary AB T1Y1Z5,2419,50 street ne,Calgary,AB,T1Y1Z5,..,..,..,..
8723,St. Cyril School,2990 Cedarbrae Drive S.W. Calgary AB T2W2N9,2990,cedarbrae drive sw,Calgary,AB,T2W2N9,Calgary,4806016,-114.1295440,50.95584500
8724,St. Philip School,13825 Parkside Drive S.E. Calgary AB T2J5A8,13825,parkside drive se,Calgary,AB,T2J5A8,Calgary,4806016,-114.0375960,50.92783600
8725,St. Martha School,6020 - 4 Avenue N.E. Calgary AB T2A4B1,6020,4 avenue ne,Calgary,AB,T2A4B1,Calgary,4806016,-113.9463990,51.05611700
8726,St. John XXIII School,1420 Falconridge Drive N.E. Calgary AB T3J2C3,1420,falconridge drive ne,Calgary,AB,T3J2C3,Calgary,4806016,-113.9384270,51.10103700
8727,Don Bosco School,13615 Deer Ridge Drive S.E. Calgary AB T2J6S7,13615,deer ridge drive se,Calgary,AB,T2J6S7,Calgary,4806016,-114.0170330,50.931172
8728,Madeleine D' Houet Bilingual School,108 - 22 Street N.W. Calgary AB T2N2M8,108,22 street nw,Calgary,AB,T2N2M8,Calgary,4806016,-114.1128760,51.05282000
8729,Father James Whelihan,70 Sunmills Drive S.E. Calgary AB T2X2R5,70,sunmills drive se,Calgary,AB,T2X2R5,Calgary,4806016,-114.0473400,50.90520900
8730,Father Scollen School,6839 Temple Drive N.E. Calgary AB T1Y5N4,6839,temple drive ne,Calgary,AB,T1Y5N4,Calgary,4806016,-113.9418790,51.09263700
8731,St. John Henry Newman School,16201 McKenzie Lake Boulevard S.E. Calgary AB T2Z2G7,16201,mckenzie lake boulevard se,Calgary,AB,T2Z2G7,Calgary,4806016,-113.9878830,50.90728300
8732,Our Lady of Peace Elementary Junior High School,14826 Millrise Hill S.W. Calgary AB T2Y2B4,14826,millrise hill sw,Calgary,AB,T2Y2B4,Calgary,4806016,-114.0892060,50.91876100
8901,Bishop Grandin High School,111 Haddon Road S.W. Calgary AB T2V2Y2,111,haddon road sw,Calgary,AB,T2V2Y2,Calgary,4806016,-114.0777300,50.97489200
8902,St. Francis High School,877 Northmount Drive N.W. Calgary AB T2L0A3,877,northmount drive nw,Calgary,AB,T2L0A3,Calgary,4806016,-114.1013040,51.08536400
8903,Father Lacombe School,3615 Radcliffe Drive S.E. Calgary AB T2A6B4,3615,radcliffe drive se,Calgary,AB,T2A6B4,Calgary,4806016,-113.9833610,51.04811200
8904,St. Mary's High School,111 - 18 Avenue S.W. Calgary AB T2S0B8,111,18 avenue sw,Calgary,AB,T2S0B8,Calgary,4806016,-114.0640410,51.03696300
8905,Bishop Carroll High School,4624 Richard Road S.W. Calgary AB T3E6L1,4624,richard road sw,Calgary,AB,T3E6L1,Calgary,4806016,-114.1210600,51.01322600
8906,St. Anne Academic Centre,1010 - 21 Avenue S.E. Calgary AB T2G1N2,1010,21 avenue se,Calgary,AB,T2G1N2,Calgary,4806016,-114.0388700,51.03457800
8907,Bishop McNally High School,5700 Falconridge Boulevard N.E Calgary AB T3J3N4,5700,falconridge boulevard ne,Calgary,AB,T3J3N4,Calgary,4806016,-113.9556330,51.10323500
9014,Children's Village School,1210 Russet Road NE Calgary AB T2E5L5,1210,russet road ne,Calgary,AB,T2E5L5,Calgary,4806016,-114.0425860,51.06370900
9033,William Roper Hull School,2266 Woodpark Avenue SW Calgary AB T2W2Z8,2266,woodpark avenue sw,Calgary,AB,T2W2Z8,Calgary,4806016,-114.1135480,50.9472570
9035,Wood's Homes School,805 37 ST NW Calgary AB T2N4N8,805,37 st nw,Calgary,AB,T2N4N8,Calgary,4806016,-114.1412640,51.06494000
9036,Emily Follensbee School,5139 - 14 Street S.W. Calgary AB T2T3W5,5139,14 street sw,Calgary,AB,T2T3W5,Calgary,4806016,-114.094763,51.00778500
9037,Christine Meikle School,3525 50 Street NW Calgary AB T3A2Y5,3525,50 street nw,Calgary,AB,T3A2Y5,Calgary,4806016,-114.1605030,51.08453500
9100,Richmond School,2701 - 22 Street S.W. c/o Richmond Elementary Schoo Calgary AB T2T5G5,2701,22 street sw c/o richmond,Calgary,AB,T2T5G5,Calgary,4806016,-114.1144200,51.0297
9101,Alex Ferguson School,1704 - 26 Street S.W. Calgary AB T3C1K5,1704,26 street sw,Calgary,AB,T3C1K5,Calgary,4806016,-114.1235960,51.03896000
9103,Jennie Elliott School,3031 Lindsay Drive S.W. Calgary AB T3E6A9,3031,lindsay drive sw,Calgary,AB,T3E6A9,Calgary,4806016,-114.1271130,50.99662300
9104,Killarney School,3008 - 33 Street S.W. Calgary AB T3E2T9,3008,33 street sw,Calgary,AB,T3E2T9,Calgary,4806016,-114.1354560,51.02773000
9109,Altadore School,4506 - 16 Street S.W. Calgary AB T2T4H9,4506,16 street sw,Calgary,AB,T2T4H9,Calgary,4806016,-114.1004060,51.01387900
9110,Belvedere Parkway School,4631 - 85 Street N.W. Calgary AB T3B2R8,4631,85 street nw,Calgary,AB,T3B2R8,Calgary,4806016,-114.2110240,51.09252000
9111,Bowcroft School,3940 - 73 Street N.W. Calgary AB T3B2L9,3940,73 street nw,Calgary,AB,T3B2L9,Calgary,4806016,-114.1934060,51.08747100
9114,Connaught School,1121 - 12 Avenue S.W. Calgary AB T2R0J8,1121,12 avenue sw,Calgary,AB,T2R0J8,Calgary,4806016,-114.0885210,51.04209300
9118,Earl Grey School,845 Hillcrest Avenue S.W. Calgary AB T2T0Z1,845,hillcrest avenue sw,Calgary,AB,T2T0Z1,Calgary,4806016,-114.0817100,51.03122300
9119,Elbow Park School,721 - 38 Avenue S.W. Calgary AB T2T2H8,721,38 avenue sw,Calgary,AB,T2T2H8,Calgary,4806016,-114.0821940,51.01973200
9121,Glamorgan School,50 Grafton Drive S.W. Calgary AB T3E4W3,50,grafton drive sw,Calgary,AB,T3E4W3,Calgary,4806016,-114.1457400,51.01484700
9122,Glenbrook School,4725 - 33 Avenue S.W. Calgary AB T3E3V1,4725,33 avenue sw,Calgary,AB,T3E3V1,Calgary,4806016,-114.1556890,51.02384200
9123,Glenmeadows School,4931 Grove Hill Road S.W. Calgary AB T3E4G4,4931,grove hill road sw,Calgary,AB,T3E4G4,Calgary,4806016,-114.1585000,51.03545300
9130,Ramsay School,2223 Spiller Road S.E. Calgary AB T2G4G9,2223,spiller road se,Calgary,AB,T2G4G9,Calgary,4806016,-114.0453180,51.0329650
9133,Rosscarrock School,1406 - 40 Street S.W. Calgary AB T3C1W7,1406,40 street sw,Calgary,AB,T3C1W7,Calgary,4806016,-114.1454060,51.04100900
9138,Terrace Road School,2103 - 46 Street N.W. Calgary AB T3B1B3,2103,46 street nw,Calgary,AB,T3B1B3,Calgary,4806016,-114.1579130,51.07414600
9140,Westgate School,150 Westminster Drive S.W. Calgary AB T3C2T3,150,westminster drive sw,Calgary,AB,T3C2T3,Calgary,4806016,-114.1598860,51.04440100
9141,Wildwood School,120 - 45 Street S.W. Calgary AB T3C2B3,120,45 street sw,Calgary,AB,T3C2B3,Calgary,4806016,-114.1527360,51.05146000
9142,William Reid School,1216 - 36 Avenue S.W. Calgary AB T2T2E9,1216,36 avenue sw,Calgary,AB,T2T2E9,Calgary,4806016,-114.0903000,51.02168700
9143,Glendale School,2415 Kelwood Drive S.W. Calgary AB T3E3Z8,2415,kelwood drive sw,Calgary,AB,T3E3Z8,Calgary,4806016,-114.1449700,51.0321980
9202,Banff Trail School,3232 Cochrane Road N.W. Calgary AB T2M4J3,3232,cochrane road nw,Calgary,AB,T2M4J3,Calgary,4806016,-114.1166920,51.08112700
9203,Belfast School,1229 - 17A Street N.E. Calgary AB T2E4V4,1229,17a street ne,Calgary,AB,T2E4V4,Calgary,4806016,-114.0176840,51.06307900
9204,Brentwood School,1231 Northmount Drive N.W. Calgary AB T2L0C9,1231,northmount drive nw,Calgary,AB,T2L0C9,Calgary,4806016,-114.1220060,51.09023300
9205,Briar Hill School,1233 - 21 Street N.W. Calgary AB T2N2L8,1233,21 street nw,Calgary,AB,T2N2L8,Calgary,4806016,-114.1108240,51.06245000
9207,Buchanan School,3717 Centre Street NW Calgary AB T2E2Y2,3717,centre street nw,Calgary,AB,T2E2Y2,Calgary,4806016,-114.0624940,51.08558000
9208,Cambrian Heights School,640 Northmount Drive N.W. Calgary AB T2K3J5,640,northmount drive nw,Calgary,AB,T2K3J5,Calgary,4806016,-114.0892200,51.08573600
9209,Capitol Hill School,2210 - 18 Street N.W. Calgary AB T2M3T4,2210,18 street nw,Calgary,AB,T2M3T4,Calgary,4806016,-114.1045660,51.07163200
9210,Captain John Palliser School,1484 Northmount Drive N.W. Calgary AB T2L0G6,1484,northmount drive nw,Calgary,AB,T2L0G6,Calgary,4806016,-114.13634,51.09606700
9212,Collingwood School,3826 Collingwood Drive N.W. Calgary AB T2L0R6,3826,collingwood drive nw,Calgary,AB,T2L0R6,Calgary,4806016,-114.1046690,51.08585100
9214,Dr. E. W. Coffin School,5615 Barrett Drive N.W. Calgary AB T2L1W4,5615,barrett drive nw,Calgary,AB,T2L1W4,Calgary,4806016,-114.1340140,51.10346000
9217,Highwood School,11 Holmwood Avenue N.W. Calgary AB T2K2G5,11,holmwood avenue nw,Calgary,AB,T2K2G5,Calgary,4806016,-114.0767420,51.09258300
9218,Hillhurst School,1418 - 7 Avenue N.W. Calgary AB T2N0Z2,1418,7 avenue nw,Calgary,AB,T2N0Z2,Calgary,4806016,-114.0932300,51.05899700
9219,Huntington Hills School,820 - 64 Avenue N.W. Calgary AB T2K0M5,820,64 avenue nw,Calgary,AB,T2K0M5,Calgary,4806016,-114.076789,51.11142700
9223,Mayland Heights School,2324 Maunsell Drive N.E. Calgary AB T2E6A2,2324,maunsell drive ne,Calgary,AB,T2E6A2,Calgary,4806016,-114.0062800,51.05840700
9224,Mount View School,2004 - 4 Street N.E. Calgary AB T2E3T8,2004,4 street ne,Calgary,AB,T2E3T8,Calgary,4806016,-114.0524460,51.06971100
9225,North Haven School,4922 North Haven Drive N.W. Calgary AB T2K2K2,4922,north haven drive nw,Calgary,AB,T2K2K2,Calgary,4806016,-114.0872240,51.09765400
9227,Queen Elizabeth School,402 - 18 Street N.W. Calgary AB T2N2G5,402,18 street nw,Calgary,AB,T2N2G5,..,..,..,..
9231,Rosemont School,19 Rosevale Drive N.W. Calgary AB T2K1N6,19,rosevale drive nw,Calgary,AB,T2K1N6,Calgary,4806016,-114.0918140,51.07784200
9232,Catherine Nichols Gunn School,6625 - 4 Street N.E. Calgary AB T2K5C7,6625,4 street ne,Calgary,AB,T2K5C7,Calgary,4806016,-114.0570640,51.11199000
9233,Stanley Jones School,950 6th St. NE Calgary AB T2E8M3,950,6th st ne,Calgary,AB,T2E8M3,Calgary,4806016,-114.0483060,51.06014000
9234,Sunnyside School,211 - 7 Street N.W. Calgary AB T2N1S2,211,7 street nw,Calgary,AB,T2N1S2,Calgary,4806016,-114.0791660,51.0567840
9235,Thorncliffe School,5646 Thornton Road N.W. Calgary AB T2K3B9,5646,thornton road nw,Calgary,AB,T2K3B9,Calgary,4806016,-114.0675850,51.10181700
9237,University School,3035 Utah Drive N.W. Calgary AB T2N3Z9,3035,utah drive nw,Calgary,AB,T2N3Z9,..,..,..,..
9238,Varsity Acres School,4255 40 Street NW Calgary AB T3A0H7,4255,40 street nw,Calgary,AB,T3A0H7,Calgary,4806016,-114.1467380,51.09114500
9239,Vista Heights School,2411 Vermillion Street N.E. Calgary AB T2E6J3,2411,vermillion street ne,Calgary,AB,T2E6J3,Calgary,4806016,-114.0162440,51.07350000
9240,Dalhousie School,4440 Dallyn Street NW Calgary AB T3A1K3,4440,dallyn street nw,Calgary,AB,T3A1K3,Calgary,4806016,-114.1516500,51.10612700
9241,Marion Carson School,5225 Varsity Drive N.W. Calgary AB T3A1A7,5225,varsity drive nw,Calgary,AB,T3A1A7,..,..,..,..
9242,Dr. J. K. Mulloy School,7440 - 10 Street N.W. Calgary AB T2K1H6,7440,10 street nw,Calgary,AB,T2K1H6,Calgary,4806016,-114.0809850,51.11893300
9250,Roland Michener School,5958 - 4 Avenue N.E. Calgary AB T2A4B1,5958,4 avenue ne,Calgary,AB,T2A4B1,Calgary,4806016,-113.9480500,51.05670700
9256,Silver Springs School,7235 Silvermead Road N.W. Calgary AB T3B3V1,7235,silvermead road nw,Calgary,AB,T3B3V1,Calgary,4806016,-114.19104,51.10621300
9257,W.O. Mitchell School,511 Silvergrove Drive N.W. Calgary AB T3B4R9,511,silvergrove drive nw,Calgary,AB,T3B4R9,Calgary,4806016,-114.1936210,51.11372100
9261,Alex Munro School,427 - 78 Avenue N.E. Calgary AB T2K0R9,427,78 avenue ne,Calgary,AB,T2K0R9,Calgary,4806016,-114.0616,51.12116300
9265,Deer Run School,2127 - 146 Avenue S.E. Calgary AB T2J6P8,2127,146 avenue se,Calgary,AB,T2J6P8,Calgary,4806016,-114.0099630,50.92185500
9266,Woodbine School,27 Woodfield Way S.W. Calgary AB T2W5E1,27,woodfield way sw,Calgary,AB,T2W5E1,Calgary,4806016,-114.1282140,50.93700000
9267,Sundance School,200 Sunmills Drive S.E. Calgary AB T2X2N9,200,sunmills drive se,Calgary,AB,T2X2N9,Calgary,4806016,-114.0468930,50.8996950
9269,Erin Woods School,25 Erin Park Drive SE Calgary AB T2B2Z9,25,erin park drive se,Calgary,AB,T2B2Z9,Calgary,4806016,-113.9657210,51.02320200
9270,Janet Johnstone School,224 Shawnessy Drive S.W. Calgary AB T2Y1M1,224,shawnessy drive sw,Calgary,AB,T2Y1M1,Calgary,4806016,-114.0791060,50.90937800
9271,O.S. Geiger School,100 Castlebrook Drive N.E. Calgary AB T3J2J4,100,castlebrook drive ne,Calgary,AB,T3J2J4,Calgary,4806016,-113.9617160,51.10422600
9273,Hawkwood School,650 Hawkwood Boulevard N.W. Calgary AB T3G2V7,650,hawkwood boulevard nw,Calgary,AB,T3G2V7,Calgary,4806016,-114.1799540,51.13028700
9300,Acadia School,9603 - 5 Street S.E. Calgary AB T2J1K4,9603,5 street se,Calgary,AB,T2J1K4,Calgary,4806016,-114.0527940,50.96844900
9305,Braeside School,1747 - 107 Avenue S.W. Calgary AB T2W0C3,1747,107 avenue sw,Calgary,AB,T2W0C3,Calgary,4806016,-114.1016900,50.95707200
9306,Chinook Park School,1312 - 75 Avenue S.W. Calgary AB T2V0S6,1312,75 avenue sw,Calgary,AB,T2V0S6,Calgary,4806016,-114.0902670,50.98584600
9310,Ethel M. Johnson School,255 Sackville Drive S.W. Calgary AB T2W0W7,255,sackville drive sw,Calgary,AB,T2W0W7,Calgary,4806016,-114.0899470,50.95540800
9311,Eugene Coste School,10 Hillgrove Crescent S.W. Calgary AB T2V3K7,10,hillgrove crescent sw,Calgary,AB,T2V3K7,Calgary,4806016,-114.0863240,50.96748000
9316,Haysboro School,1123 - 87 Avenue S.W. Calgary AB T2V0W2,1123,87 avenue sw,Calgary,AB,T2V0W2,Calgary,4806016,-114.0888400,50.97574300
9318,Keeler School,4807 Forego Avenue S.E. Calgary AB T2A2C4,4807,forego avenue se,Calgary,AB,T2A2C4,Calgary,4806016,-113.9643400,51.04974300
9320,Le Roi Daniels School,47 Fyffe Road S.E. Calgary AB T2H1B9,47,fyffe road se,Calgary,AB,T2H1B9,Calgary,4806016,-114.05755,50.98449200
9321,Maple Ridge School,10203 Maplemont Road S.E. Calgary AB T2J1W3,10203,maplemont road se,Calgary,AB,T2J1W3,Calgary,4806016,-114.041262,50.96146600
9322,Marlborough School,4711 Maryvale Drive N.E. Calgary AB T2A3A1,4711,maryvale drive ne,Calgary,AB,T2A3A1,Calgary,4806016,-113.9651150,51.05666300
9327,Patrick Airlie School,1520 - 39 Street S.E. Calgary AB T2A1H9,1520,39 street se,Calgary,AB,T2A1H9,Calgary,4806016,-113.9771160,51.04018900
9330,Valley View School,4105 - 26 Avenue S.E. Calgary AB T2B0C6,4105,26 avenue se,Calgary,AB,T2B0C6,Calgary,4806016,-113.9750110,51.0298040
9331,Willow Park School,343 Willow Park Drive S.E. Calgary AB T2J0K7,343,willow park drive se,Calgary,AB,T2J0K7,Calgary,4806016,-114.06129,50.9583520
9333,Nellie McClung School,2315 Palliser Drive S.W. Calgary AB T2V3S4,2315,palliser drive sw,Calgary,AB,T2V3S4,Calgary,4806016,-114.1126020,50.96888400
9334,Lake Bonavista School,1015 - 120 Avenue S.E. Calgary AB T2J2L1,1015,120 avenue se,Calgary,AB,T2J2L1,Calgary,4806016,-114.0410020,50.94494300
9336,Andrew Sibbald School,1711 Lake Bonavista Drive S.E. Calgary AB T2J2X9,1711,lake bonavista drive se,Calgary,AB,T2J2X9,Calgary,4806016,-114.0413350,50.93462600
9338,Cedarbrae School,10631 Oakfield Drive S.W. Calgary AB T2W2T3,10631,oakfield drive sw,Calgary,AB,T2W2T3,Calgary,4806016,-114.1323440,50.9585790
9339,Chris Akkerman School,5004 Marbank Drive N.E. Calgary AB T2A3J6,5004,marbank drive ne,Calgary,AB,T2A3J6,Calgary,4806016,-113.9632040,51.06323700
9341,Prince of Wales School,253 Parkland Way SE Calgary AB T2J3Y9,253,parkland way se,Calgary,AB,T2J3Y9,Calgary,4806016,-114.0326710,50.92462400
9343,Guy Weadick School,5612 Templehill Road N.E. Calgary AB T1Y4W7,5612,templehill road ne,Calgary,AB,T1Y4W7,Calgary,4806016,-113.9533650,51.08661700
9344,West Dalhousie School,6502 - 58 Street N.W. Calgary AB T3A2C8,6502,58 street nw,Calgary,AB,T3A2C8,Calgary,4806016,-114.1697080,51.11179600
9346,Dr. Gordon Higgins School,155 Rundlehill Drive N.E. Calgary AB T1Y2W9,155,rundlehill drive ne,Calgary,AB,T1Y2W9,Calgary,4806016,-113.9700440,51.07568
9347,Douglas Harkness School,6203 - 24 Avenue N.E. Calgary AB T1Y2C5,6203,24 avenue ne,Calgary,AB,T1Y2C5,Calgary,4806016,-113.94647,51.07427300
9348,Colonel J. Fred Scott School,171 Whitehorn Road N.E. Calgary AB T1Y3C4,171,whitehorn road ne,Calgary,AB,T1Y3C4,Calgary,4806016,-113.9675040,51.08756900
9350,Dr. Gladys McKelvie Egbert,6033 Madigan Dr. NE Calgary AB T2V5G9,6033,madigan dr ne,Calgary,AB,T2V5G9,Calgary,4806016,-113.9415800,51.0589890
9351,G.W. Skene School,6226 Penbrooke Drive S.E. Calgary AB T2A6M7,6226,penbrooke drive se,Calgary,AB,T2A6M7,Calgary,4806016,-113.9452030,51.0456620
9353,Cappy Smart School,5808 Madigan Drive N.E. Calgary AB T2A4P5,5808,madigan drive ne,Calgary,AB,T2A4P5,Calgary,4806016,-113.94502,51.06328800
9354,Sam Livingston School,12011 Bonaventure Drive S.E. Calgary AB T2J3G7,12011,bonaventure drive se,Calgary,AB,T2J3G7,Calgary,4806016,-114.0603440,50.94560200
9355,Canyon Meadows School,395 Canterbury Drive S.W. Calgary AB T2W1J1,395,canterbury drive sw,Calgary,AB,T2W1J1,Calgary,4806016,-114.0783720,50.94779300
9356,Penbrooke Meadows School,5645 Pensacola Crescent S.E. Calgary AB T2A2G4,5645,pensacola crescent se,Calgary,AB,T2A2G4,Calgary,4806016,-113.9530170,51.04135400
9357,West Dover School,3113 - 30 Avenue S.E. Calgary AB T2B0G9,3113,30 avenue se,Calgary,AB,T2B0G9,Calgary,4806016,-113.9907900,51.0268930
9358,Rundle School,4120 Rundlehorn Drive N.E. Calgary AB T1Y4W9,4120,rundlehorn drive ne,Calgary,AB,T1Y4W9,Calgary,4806016,-113.9740910,51.07079700
9360,Pineridge School,1927 - 61 Street N.E. Calgary AB T1Y4W6,1927,61 street ne,Calgary,AB,T1Y4W6,Calgary,4806016,-113.9446340,51.07026900
9361,Chief Justice Milvain School,3428 - 42 Street N.E. Calgary AB T1Y6A3,3428,42 street ne,Calgary,AB,T1Y6A3,Calgary,4806016,-113.9729630,51.08400500
9362,Haultain Memorial School,605 Queensland Drive S.E. Calgary AB T2J4S8,605,queensland drive se,Calgary,AB,T2J4S8,Calgary,4806016,-114.0235880,50.93987300
9363,Midnapore School,55 Midpark Rise S.E. Calgary AB T2X1L7,55,midpark rise se,Calgary,AB,T2X1L7,Calgary,4806016,-114.0559260,50.91550900
9364,James Short Memorial School,6333 - 5 Avenue S.E. Calgary AB T2A3V7,6333,5 avenue se,Calgary,AB,T2A3V7,Calgary,4806016,-113.9432800,51.04850200
9368,Sunalta School,536 Sonora Avenue S.W. Calgary AB T3C2J9,536,sonora avenue sw,Calgary,AB,T3C2J9,Calgary,4806016,-114.1107050,51.04090700
9369,Banting and Best School,1819 - 66 Avenue S.E. Calgary AB T2C2K5,1819,66 avenue se,Calgary,AB,T2C2K5,Calgary,4806016,-114.0140700,50.99411300
9371,Woodlands School,88 Woodgreen Drive S.W. Calgary AB T2W4W9,88,woodgreen drive sw,Calgary,AB,T2W4W9,Calgary,4806016,-114.107886,50.93840700
9372,Beddington Heights School,95 Bermuda Road N.W. Calgary AB T3K2J6,95,bermuda road nw,Calgary,AB,T3K2J6,Calgary,4806016,-114.0787540,51.13196900
9373,Cecil Swanson School,4820 Rundlewood Drive N.E. Calgary AB T1Y5V9,4820,rundlewood drive ne,Calgary,AB,T1Y5V9,Calgary,4806016,-113.9684190,51.07377700
9374,Ranchlands School,610 Ranchlands Boulevard N.W. Calgary AB T3G2C5,610,ranchlands boulevard nw,Calgary,AB,T3G2C5,Calgary,4806016,-114.1785930,51.11907400
9375,Falconridge School,1331 Falconridge Drive N.E. Calgary AB T3J1T4,1331,falconridge drive ne,Calgary,AB,T3J1T4,Calgary,4806016,-113.9456850,51.09976300
9376,Abbeydale School,320 Abergale Drive N.E. Calgary AB T2A6W2,320,abergale drive ne,Calgary,AB,T2A6W2,Calgary,4806016,-113.9293370,51.0567650
9377,Annie Foote School,6320 Temple Drive N.E. Calgary AB T1Y5V5,6320,temple drive ne,Calgary,AB,T1Y5V5,Calgary,4806016,-113.9395040,51.08615700
9378,Grant MacEwan School,180 Falshire Drive N.E. Calgary AB T3J3A5,180,falshire drive ne,Calgary,AB,T3J3A5,Calgary,4806016,-113.9426910,51.10587700
9379,Edgemont School,55 Edgevalley Circle N.W. Calgary AB T3A4X1,55,edgevalley circle nw,Calgary,AB,T3A4X1,Calgary,4806016,-114.1449810,51.12972300
9382,Olympic Heights School,875 Strathcona Drive S.W. Calgary AB T3H2Z7,875,strathcona drive sw,Calgary,AB,T3H2Z7,Calgary,4806016,-114.1814000,51.0447650
9383,Simons Valley School,375 Sandarac Drive N.W. Calgary AB T3K4B2,375,sandarac drive nw,Calgary,AB,T3K4B2,Calgary,4806016,-114.1073880,51.14034300
9384,Fish Creek School,1039 Suncastle Drive S.E. Calgary AB T2X2Z1,1039,suncastle drive se,Calgary,AB,T2X2Z1,Calgary,4806016,-114.0331680,50.90219300
9385,McKenzie Lake School,16210 McKenzie Lake Way S.E. Calgary AB T2Z1L7,16210,mckenzie lake way se,Calgary,AB,T2Z1L7,Calgary,4806016,-113.9843400,50.90681300
9386,Riverbend School,65 Rivervalley Drive S.E. Calgary AB T2C3Z7,65,rivervalley drive se,Calgary,AB,T2C3Z7,Calgary,4806016,-114.0184000,50.97272200
9387,W.H.Cushing Workplace School,130 - 7 Avenue S.W. Calgary AB T2P0W4,130,7 avenue sw,Calgary,AB,T2P0W4,Calgary,4806016,-114.0649790,51.04653700
9425,Calgary Home Education,5505 4A St. SW Calgary AB T2V0B7,5505,4a st sw,Calgary,AB,T2V0B7,Calgary,4806016,-114.0739940,51.00451000
9512,Young Adult Program,805 - 37 Street NW Calgary AB T2N4N8,805,37 street nw,Calgary,AB,T2N4N8,Calgary,4806016,-114.1412640,51.06494000
9573,AADAC Youth Services,1005 - 17 Street N.W. Calgary AB T2N2E5,1005,17 street nw,Calgary,AB,T2N2E5,Calgary,4806016,-114.1007740,51.0607610
9599,Project Trust,"#206, 315 10 avenue S.E. Calgary AB T2G0W2",315,10 avenue se,Calgary,AB,T2G0W2,Calgary,4806016,-114.0567210,51.04308300
9601,Balmoral School,220 - 16 Avenue N.W. Calgary AB T2M0H4,220,16 avenue nw,Calgary,AB,T2M0H4,Calgary,4806016,-114.066226,51.06783400
9602,Colonel Walker School,1921 - 9 Avenue S.E. Calgary AB T2G0V3,1921,9 avenue se,Calgary,AB,T2G0V3,Calgary,4806016,-114.0189530,51.03495400
9603,John Ware School,10020 - 19 Street S.W. Calgary AB T2V1R2,10020,19 street sw,Calgary,AB,T2V1R2,Calgary,4806016,-114.1062560,50.96402900
9608,King George School,2108 - 10 Street N.W. Calgary AB T2M3M4,2108,10 street nw,Calgary,AB,T2M3M4,Calgary,4806016,-114.0848660,51.07122000
9609,Langevin School,107 - 6A Street N.E. Calgary AB T2E0B7,107,6a street ne,Calgary,AB,T2E0B7,Calgary,4806016,-114.0477110,51.0528390
9610,Rideau Park School,829 Rideau Road S.W. Calgary AB T2S0S2,829,rideau road sw,Calgary,AB,T2S0S2,Calgary,4806016,-114.0764620,51.02564600
9611,Thomas B Riley School,3915 - 69 Street N.W. Calgary AB T3B2J9,3915,69 street nw,Calgary,AB,T3B2J9,Calgary,4806016,-114.1883020,51.08753100
9613,Ian Bazalgette School,3909 - 26 Avenue S.E. Calgary AB T2B0C6,3909,26 avenue se,Calgary,AB,T2B0C6,Calgary,4806016,-113.9769600,51.03049300
9618,Rosedale School,905 - 13 Avenue N.W. Calgary AB T2M0G3,905,13 avenue nw,Calgary,AB,T2M0G3,Calgary,4806016,-114.08133,51.06386300
9620,Colonel Macleod School,1610 - 6 Street N.E. Calgary AB T2E3Y9,1610,6 street ne,Calgary,AB,T2E3Y9,Calgary,4806016,-114.0482760,51.0657520
9621,Branton School,2103 - 20 Street N.W. Calgary AB T2M3W1,2103,20 street nw,Calgary,AB,T2M3W1,Calgary,4806016,-114.1081040,51.07190000
9622,Colonel Irvine School,412 Northmount Drive N.W. Calgary AB T2K3H6,412,northmount drive nw,Calgary,AB,T2K3H6,Calgary,4806016,-114.0813480,51.09230600
9623,Bob Edwards School,4424 Marlborough Drive N.E. Calgary AB T2A2Z5,4424,marlborough drive ne,Calgary,AB,T2A2Z5,Calgary,4806016,-113.9688,51.05958700
9625,Louis Riel School,9632 Oakfield Drive S.W. Calgary AB T2V0L1,9632,oakfield drive sw,Calgary,AB,T2V0L1,Calgary,4806016,-114.1328620,50.96734400
9626,Louise Dean School,120 - 23 Street N.W. Calgary AB T2N2P1,120,23 street nw,Calgary,AB,T2N2P1,Calgary,4806016,-114.1153360,51.05297900
9627,Elboya School,4804 - 6 Street S.W. Calgary AB T2S2N3,4804,6 street sw,Calgary,AB,T2S2N3,Calgary,4806016,-114.0788060,51.01081100
9628,Vincent Massey School,939 - 45 Street S.W. Calgary AB T3C2B9,939,45 street sw,Calgary,AB,T3C2B9,Calgary,4806016,-114.1526940,51.04416000
9630,Dr. Oakley School,3904 - 20 Street S.W. Calgary AB T2T4Z9,3904,20 street sw,Calgary,AB,T2T4Z9,Calgary,4806016,-114.1091460,51.01909100
9631,Woodman School,8706 Elbow Drive S.W. Calgary AB T2V1L2,8706,elbow drive sw,Calgary,AB,T2V1L2,Calgary,4806016,-114.0840510,50.9759970
9632,Sherwood School,2011 - 66 Avenue S.E. Calgary AB T2C1J4,2011,66 avenue se,Calgary,AB,T2C1J4,Calgary,4806016,-114.0115800,50.99412300
